47
159
70
23
83
244
13
40
9
52
51
193
82
40
126
82
41
15
139
1
69
122
243
37
10
1
41
333
49
65
128
136
112
35
22
18
247
31
14
96
207
116
194
134
18
28
15
31
129
297
139
62
75
29
106
24
105
146
152
6
34
171
40
147
456
78
63
2
